gestion,codigo_departamento,area,edad,sexo,estadistico,observaciones,valor,cv
2025,2,urbana,22,mujer,mediana,1,17.272727272727273,0.0
2025,2,urbana,23,hombre,media,2,18.709569509919213,0.11287265112890153
2025,2,urbana,23,hombre,mediana,2,21.11746635773264,0.0
2025,2,urbana,23,mujer,media,1,19.65505443448771,0.0
2025,2,urbana,23,mujer,mediana,1,19.65505443448771,0.0
2025,2,urbana,24,hombre,media,2,23.322349491557333,0.4021867260998487
2025,2,urbana,24,hombre,mediana,2,13.75515818431912,1.3638431868648435
2025,2,urbana,25,hombre,media,8,12.002430671644872,0.16968568132345493
2025,2,urbana,25,hombre,mediana,8,8.018989342653528,0.37763979333081366
2025,2,urbana,26,hombre,media,3,16.782835963082654,0.3770116366818769
2025,2,urbana,26,hombre,mediana,3,11.547344110854503,1.1904446032080667
2025,2,urbana,26,mujer,media,1,10.237379230916885,0.0
2025,2,urbana,26,mujer,mediana,1,10.237379230916885,0.0
2025,2,urbana,27,hombre,media,6,15.059391445157555,0.26456552317077076
2025,2,urbana,27,hombre,mediana,6,11.337225780851426,0.6312314573384429
2025,2,urbana,27,mujer,media,2,17.26856564305091,0.40297332045144646
2025,2,urbana,27,mujer,mediana,2,8.877928269547427,1.567656558002069
2025,2,urbana,28,hombre,media,7,7.672947672711195,0.4408139205437254
2025,2,urbana,28,hombre,mediana,7,3.21285140562249,0.4308621277434858
2025,2,urbana,28,mujer,media,1,18.70324246461612,0.0
2025,2,urbana,28,mujer,mediana,1,18.70324246461612,0.0
2025,3,rural,19,hombre,media,1,6.625002688981194,0.0
2025,3,rural,19,hombre,mediana,1,6.625002688981194,0.0
2025,3,rural,20,hombre,media,1,13.770491362369,0.0
2025,3,rural,20,hombre,mediana,1,13.770491362369,0.0
2025,3,rural,25,hombre,media,1,8.571427973533204,0.0
2025,3,rural,25,hombre,mediana,1,8.571427973533204,0.0
2025,3,urbana,18,hombre,media,1,7.535795026375283,0.0
2025,3,urbana,18,hombre,mediana,1,7.535795026375283,0.0
2025,3,urbana,18,mujer,media,1,14.545454545454543,1.2212453270876723e-16
2025,3,urbana,18,mujer,mediana,1,14.545454545454545,0.0
2025,3,urbana,19,hombre,media,1,4.1212188370556335,0.0
2025,3,urbana,19,hombre,mediana,1,4.1212188370556335,0.0
2025,3,urbana,19,mujer,media,1,9.6021046279675,0.0
2025,3,urbana,19,mujer,mediana,1,9.6021046279675,0.0
2025,3,urbana,20,mujer,media,1,18.75,0.0
2025,3,urbana,20,mujer,mediana,1,18.75,0.0
2025,3,urbana,21,hombre,media,1,1.1085450346420322,0.0
2025,3,urbana,21,hombre,mediana,1,1.1085450346420322,0.0
2025,3,urbana,21,mujer,media,2,16.460447426601036,0.34008729920363795
2025,3,urbana,21,mujer,mediana,2,9.081827465011628,1.2327891342492159
2025,3,urbana,22,hombre,media,5,9.102466054010497,0.25131174508518256
2025,3,urbana,22,hombre,mediana,5,10.072812182875222,0.4487497268467864
2025,3,urbana,22,mujer,media,4,22.166249239183202,0.49145340745741845
2025,3,urbana,22,mujer,mediana,4,6.552900674440024,2.068546363517798
2025,3,urbana,23,hombre,media,3,30.214984158523293,0.23722186073973106
2025,3,urbana,23,hombre,mediana,3,36.88902330006537,0.26407094814262844
2025,3,urbana,23,mujer,media,1,4.926866820631255,0.0
2025,3,urbana,23,mujer,mediana,1,4.926866820631255,0.0
2025,3,urbana,24,hombre,media,3,27.564929441264194,0.3613615925691509
2025,3,urbana,24,hombre,mediana,3,17.142857142857142,1.2526178438821898
2025,3,urbana,25,hombre,media,4,9.578623410949604,0.36505951058370856
2025,3,urbana,25,hombre,mediana,4,9.090909090909092,0.6572915756869878
2025,3,urbana,25,mujer,media,3,13.550614406693258,0.6388145607033925
2025,3,urbana,25,mujer,mediana,3,5.702638584141764,0.3025636288384285
2025,3,urbana,26,hombre,media,3,25.076870266084068,0.1475937370694149
2025,3,urbana,26,hombre,mediana,3,22.842638886190844,0.39262890010327667
2025,3,urbana,26,mujer,media,3,17.3836962934296,0.09007809685722384
2025,3,urbana,26,mujer,mediana,3,17.502918150098804,0.0
2025,3,urbana,27,hombre,media,6,19.354798765043437,0.2545170409180716
2025,3,urbana,27,hombre,mediana,6,16.0,0.5040190458634859
2025,3,urbana,27,mujer,media,2,20.00322701088197,0.2739969299010156
2025,3,urbana,27,mujer,mediana,2,26.393929396238864,0.0
2025,3,urbana,28,hombre,media,3,8.973999015105187,0.15631421496662254
2025,3,urbana,28,hombre,mediana,3,9.890110155448095,0.05907993091124196
2025,3,urbana,28,mujer,media,3,11.772728156074052,0.29781297627899056
2025,3,urbana,28,mujer,mediana,3,16.666666666666668,0.0
2025,4,rural,22,hombre,media,1,5.119453754284418,0.0
2025,4,rural,22,hombre,mediana,1,5.119453754284418,0.0
2025,4,rural,27,mujer,media,1,5.2631578947368425,0.0
2025,4,rural,27,mujer,mediana,1,5.2631578947368425,0.0
2025,4,urbana,20,mujer,media,1,12.543169459260575,0.0
2025,4,urbana,20,mujer,mediana,1,12.543169459260575,0.0
2025,4,urbana,21,mujer,media,1,22.330774598743893,0.0
2025,4,urbana,21,mujer,mediana,1,22.330774598743893,0.0
2025,4,urbana,22,hombre,media,1,10.793696860499374,0.0
2025,4,urbana,22,hombre,mediana,1,10.793696860499374,0.0
2025,4,urbana,22,mujer,media,1,8.618213398914795,0.0
2025,4,urbana,22,mujer,mediana,1,8.618213398914795,0.0
2025,4,urbana,23,hombre,media,1,27.84687878821116,0.0
2025,4,urbana,23,hombre,mediana,1,27.84687878821116,0.0
2025,4,urbana,24,hombre,media,1,13.19696469811943,1.34603439505554e-16
2025,4,urbana,24,hombre,mediana,1,13.196964698119432,0.0
2025,4,urbana,24,mujer,media,1,20.0,0.0
2025,4,urbana,24,mujer,mediana,1,20.0,0.0
2025,4,urbana,26,hombre,media,1,8.444300097434231,0.0
2025,4,urbana,26,hombre,mediana,1,8.444300097434231,0.0
2025,4,urbana,27,mujer,media,1,19.271949111891406,1.8434636051463852e-16
2025,4,urbana,27,mujer,mediana,1,19.271949111891402,0.0
2025,4,urbana,28,mujer,media,2,14.963707990257431,0.08166252547733131
2025,4,urbana,28,mujer,mediana,2,13.26479854087216,0.1842431577418286
2025,5,rural,21,hombre,media,1,6.928406466512702,0.0
2025,5,rural,21,hombre,mediana,1,6.928406466512702,0.0
2025,5,rural,23,hombre,media,1,21.0,0.0
2025,5,rural,23,hombre,mediana,1,21.0,0.0
2025,5,rural,24,hombre,media,1,2.8028649805560364,0.0
2025,5,rural,24,hombre,mediana,1,2.8028649805560364,0.0
2025,5,rural,24,mujer,media,1,4.498736969119594,0.0
2025,5,rural,24,mujer,mediana,1,4.498736969119594,0.0
2025,5,rural,25,hombre,media,1,6.119327026412679,0.0
2025,5,rural,25,hombre,mediana,1,6.119327026412679,0.0
2025,5,rural,26,hombre,media,1,4.1551246537396125,0.0
2025,5,rural,26,hombre,mediana,1,4.1551246537396125,0.0
2025,5,rural,28,mujer,media,1,3.33086590478169,0.0
2025,5,rural,28,mujer,mediana,1,3.33086590478169,0.0
2025,5,urbana,18,hombre,media,1,4.133939644481191,0.0
2025,5,urbana,18,hombre,mediana,1,4.133939644481191,0.0
2025,5,urbana,20,hombre,media,3,6.990519462889226,0.07105355531750547
2025,5,urbana,20,hombre,mediana,3,6.8835080538868825,0.1525679216957867
2025,5,urbana,20,mujer,media,1,25.0,0.0
2025,5,urbana,20,mujer,mediana,1,25.0,0.0
2025,5,urbana,21,hombre,media,1,3.536484632394251,0.0
2025,5,urbana,21,hombre,mediana,1,3.536484632394251,0.0
2025,5,urbana,22,hombre,media,3,7.164625862786172,0.1923840456725269
2025,5,urbana,22,hombre,mediana,3,6.896551724137931,0.451288337087911
2025,5,urbana,22,mujer,media,1,9.6982585122581,0.0
2025,5,urbana,22,mujer,mediana,1,9.6982585122581,0.0
2025,5,urbana,23,hombre,media,1,32.35294117647059,0.0
2025,5,urbana,23,hombre,mediana,1,32.35294117647059,0.0
2025,5,urbana,23,mujer,media,1,60.0,0.0
2025,5,urbana,23,mujer,mediana,1,60.0,0.0
2025,5,urbana,24,hombre,media,1,6.134969325153374,0.0
2025,5,urbana,24,hombre,mediana,1,6.134969325153374,0.0
2025,5,urbana,25,hombre,media,3,18.621175354198567,0.29834224290853556
2025,5,urbana,25,hombre,mediana,3,27.71362586605081,0.0
2025,5,urbana,25,mujer,media,2,18.133467792926904,0.2364820970681138
2025,5,urbana,25,mujer,mediana,2,22.93052052281587,0.0
2025,5,urbana,26,hombre,media,1,8.366533539026179,0.0
2025,5,urbana,26,hombre,mediana,1,8.366533539026179,0.0
2025,5,urbana,26,mujer,media,2,15.588763415803092,0.12431003933756984
2025,5,urbana,26,mujer,mediana,2,13.007122161519495,0.29796595578620644
2025,5,urbana,27,hombre,media,5,5.585219270756585,0.10707940408039977
2025,5,urbana,27,hombre,mediana,5,6.652727618323513,0.22687669169066693
2025,5,urbana,28,hombre,media,2,5.52832970630007,0.020384026770367263
2025,5,urbana,28,hombre,mediana,2,5.388898947107907,0.04182287396170792
2025,5,urbana,28,mujer,media,2,9.413234891757167,0.11075449714675516
2025,5,urbana,28,mujer,mediana,2,7.991121323144481,0.2609291123991124
2025,6,rural,26,mujer,media,1,10.934538659774205,0.0
2025,6,rural,26,mujer,mediana,1,10.934538659774205,0.0
2025,6,urbana,16,hombre,media,1,11.80327868852459,0.0
2025,6,urbana,16,hombre,mediana,1,11.80327868852459,0.0
2025,6,urbana,20,hombre,media,2,26.594692077065925,0.15499747829599167
2025,6,urbana,20,hombre,mediana,2,31.818181818181817,0.0
2025,6,urbana,21,hombre,media,2,15.578909699592348,0.28959347970593013
2025,6,urbana,21,hombre,mediana,2,21.818181818181817,0.0
2025,6,urbana,21,mujer,media,1,12.284408775938441,0.0
2025,6,urbana,21,mujer,mediana,1,12.284408775938441,0.0
2025,6,urbana,22,hombre,media,1,12.77411047079427,0.0
2025,6,urbana,22,hombre,mediana,1,12.77411047079427,0.0
2025,6,urbana,23,hombre,media,3,15.015082969740819,0.11568516489708165
2025,6,urbana,23,hombre,mediana,3,16.833757602110136,0.0
2025,6,urbana,23,mujer,media,1,17.857142857142858,0.0
2025,6,urbana,23,mujer,mediana,1,17.857142857142858,0.0
2025,6,urbana,24,hombre,media,2,38.79964362412555,0.21006818352155374
2025,6,urbana,24,hombre,mediana,2,28.86002886002886,0.5648345465580757
2025,6,urbana,24,mujer,media,3,13.641591465148474,0.17026343940813296
2025,6,urbana,24,mujer,mediana,3,10.942248915325534,0.43514986924158655
2025,6,urbana,25,hombre,media,2,30.97998364121238,0.27281877700441465
2025,6,urbana,25,hombre,mediana,2,39.130434782608695,0.0
2025,6,urbana,25,mujer,media,1,9.498680983537088,0.0
2025,6,urbana,25,mujer,mediana,1,9.498680983537088,0.0
2025,6,urbana,26,hombre,media,5,8.364217705800435,0.19827218118306617
2025,6,urbana,26,hombre,mediana,5,5.682747732838934,0.3497984484619516
2025,6,urbana,26,mujer,media,1,13.07531380753138,0.0
2025,6,urbana,26,mujer,mediana,1,13.07531380753138,0.0
2025,6,urbana,27,hombre,media,1,21.875,0.0
2025,6,urbana,27,hombre,mediana,1,21.875,0.0
2025,6,urbana,27,mujer,media,2,39.37420689513901,0.27675033315450276
2025,6,urbana,27,mujer,mediana,2,50.0,0.0
2025,6,urbana,28,hombre,media,1,10.73431662224391,0.0
2025,6,urbana,28,hombre,mediana,1,10.73431662224391,0.0
2025,6,urbana,28,mujer,media,3,11.279080677901625,0.2909351028112635
2025,6,urbana,28,mujer,mediana,3,8.923678719587867,0.7959805930840657
2025,7,rural,21,hombre,media,1,3.318202405972181,0.0
2025,7,rural,21,hombre,mediana,1,3.318202405972181,0.0
2025,7,rural,23,hombre,media,1,7.42329264269218,0.0
2025,7,rural,23,hombre,mediana,1,7.42329264269218,0.0
2025,7,rural,26,hombre,media,1,3.675389855134365,0.0
2025,7,rural,26,hombre,mediana,1,3.675389855134365,0.0
2025,7,urbana,18,hombre,media,2,8.822726636719349,0.11580315168133729
2025,7,urbana,18,hombre,mediana,2,7.436922784369849,0.27476406050693103
2025,7,urbana,18,mujer,media,3,19.08520471540778,0.21307807913682578
2025,7,urbana,18,mujer,mediana,3,12.989965045862489,0.6429179267537619
2025,7,urbana,20,hombre,media,3,29.38501392674521,0.2696640167395804
2025,7,urbana,20,hombre,mediana,3,23.076923076923077,0.5855354665688717
2025,7,urbana,20,mujer,media,4,23.744347247686207,0.08739839188013428
2025,7,urbana,20,mujer,mediana,4,24.009603841536613,0.3042953087492081
2025,7,urbana,21,hombre,media,2,10.827133181499615,0.12642238528814892
2025,7,urbana,21,hombre,mediana,2,8.954455792730583,0.30572310240201545
2025,7,urbana,21,mujer,media,1,10.029515571459564,0.0
2025,7,urbana,21,mujer,mediana,1,10.029515571459564,0.0
2025,7,urbana,22,hombre,media,6,8.92204352604465,0.20649585263429268
2025,7,urbana,22,hombre,mediana,6,7.958710046472442,0.1672741754197126
2025,7,urbana,22,mujer,media,1,5.572272574823449,0.0
2025,7,urbana,22,mujer,mediana,1,5.572272574823449,0.0
2025,7,urbana,23,hombre,media,7,9.99836115953598,0.10447787072982549
2025,7,urbana,23,hombre,mediana,7,10.623304771098386,0.05813531803306484
2025,7,urbana,23,mujer,media,4,19.43965232923298,0.3820401489139168
2025,7,urbana,23,mujer,mediana,4,13.517166801838334,0.874647321460086
2025,7,urbana,24,hombre,media,4,10.876427409561568,0.020741853518310264
2025,7,urbana,24,hombre,mediana,4,10.843373493975903,0.0012822797540832619
2025,7,urbana,24,mujer,media,5,33.99579581677437,0.39508132984467914
2025,7,urbana,24,mujer,mediana,5,21.488047273704,1.0354148606521958
2025,7,urbana,25,hombre,media,9,12.73763181304459,0.1366785195046854
2025,7,urbana,25,hombre,mediana,9,12.55301494768468,0.19162963194377924
2025,7,urbana,25,mujer,media,5,16.142556647823792,0.27245910356444764
2025,7,urbana,25,mujer,mediana,5,14.0,0.6230923624603332
2025,7,urbana,26,hombre,media,6,14.848204567089736,0.20985333597263428
2025,7,urbana,26,hombre,mediana,6,15.494552480230828,0.2589046460586505
2025,7,urbana,26,mujer,media,2,15.671090992332203,0.09729602080844069
2025,7,urbana,26,mujer,mediana,2,17.647058823529413,0.0
2025,7,urbana,27,hombre,media,9,23.083219706976706,0.1557431544902723
2025,7,urbana,27,hombre,mediana,9,21.738027473555075,0.31591560039211775
2025,7,urbana,27,mujer,media,7,17.051026348057583,0.26900775422383777
2025,7,urbana,27,mujer,mediana,7,15.616248303289874,0.36128840437270116
2025,7,urbana,28,hombre,media,8,17.79374677249134,0.15439831795318654
2025,7,urbana,28,hombre,mediana,8,20.620256925582115,0.1665341460849991
2025,7,urbana,28,mujer,media,5,16.96763864213369,0.1537067808978574
2025,7,urbana,28,mujer,mediana,5,18.39587932303164,0.11132858192288206
2025,8,urbana,19,hombre,media,1,75.0,0.0
2025,8,urbana,19,hombre,mediana,1,75.0,0.0
2025,8,urbana,20,mujer,media,1,7.24690182119986,1.2255974230282462e-16
2025,8,urbana,20,mujer,mediana,1,7.2469018211998595,0.0
2025,8,urbana,21,hombre,media,1,15.39645881447267,1.1537437671904628e-16
2025,8,urbana,21,hombre,mediana,1,15.396458814472672,0.0
2025,8,urbana,22,hombre,media,1,14.285714285714288,1.2434497875801752e-16
2025,8,urbana,22,hombre,mediana,1,14.285714285714286,0.0
2025,8,urbana,22,mujer,media,1,17.391304347826086,0.0
2025,8,urbana,22,mujer,mediana,1,17.391304347826086,0.0
2025,8,urbana,24,hombre,media,1,23.07692307692308,1.5395092608135502e-16
2025,8,urbana,24,hombre,mediana,1,23.076923076923077,0.0
2025,8,urbana,25,hombre,media,1,4.739336492890995,0.0
2025,8,urbana,25,hombre,mediana,1,4.739336492890995,0.0
2025,8,urbana,25,mujer,media,1,16.54944145635085,0.0
2025,8,urbana,25,mujer,mediana,1,16.54944145635085,0.0
2025,8,urbana,26,mujer,media,1,7.588075880758808,0.0
2025,8,urbana,26,mujer,mediana,1,7.588075880758808,0.0
2025,8,urbana,27,hombre,media,2,8.798688292516955,0.023162671119773322
2025,8,urbana,27,hombre,mediana,2,9.060042117567445,0.0
2025,8,urbana,27,mujer,media,2,7.265792294446635,0.0
2025,8,urbana,27,mujer,mediana,2,4.707630046172932,0.0
2025,8,urbana,28,hombre,media,1,10.324912076920596,0.0
2025,8,urbana,28,hombre,mediana,1,10.324912076920596,0.0
2025,8,urbana,28,mujer,media,3,27.585700613954877,0.07072753314777336
2025,8,urbana,28,mujer,mediana,3,29.999999084472684,0.0
2025,9,urbana,17,hombre,media,1,18.569281905299512,0.0
2025,9,urbana,17,hombre,mediana,1,18.569281905299512,0.0
2025,9,urbana,19,hombre,media,1,23.75996862941642,0.0
2025,9,urbana,19,hombre,mediana,1,23.75996862941642,0.0
2025,9,urbana,20,hombre,media,3,11.819007382524177,0.4434892907979487
2025,9,urbana,20,hombre,mediana,3,10.107816711590296,1.1146829349607337
2025,9,urbana,20,mujer,media,1,28.81152460984394,0.0
2025,9,urbana,20,mujer,mediana,1,28.81152460984394,0.0
2025,9,urbana,21,mujer,media,1,20.99517075192287,0.0
2025,9,urbana,21,mujer,mediana,1,20.99517075192287,0.0
2025,9,urbana,23,hombre,media,2,7.397203362257458,0.19624797766122284
2025,9,urbana,23,hombre,mediana,2,5.348026902195932,0.5428866483808273
2025,9,urbana,23,mujer,media,2,10.974896484858775,0.32188082109315996
2025,9,urbana,23,mujer,mediana,2,6.765327695560254,1.0443274445603137
2025,9,urbana,24,hombre,media,2,12.218104521451044,0.5554775812192385
2025,9,urbana,24,hombre,mediana,2,4.5340051493133355,2.993769492161836
2025,9,urbana,24,mujer,media,1,16.30434739341809,0.0
2025,9,urbana,24,mujer,mediana,1,16.30434739341809,0.0
2025,9,urbana,25,hombre,media,3,15.076411135354936,0.2344263258113875
2025,9,urbana,25,hombre,mediana,3,11.666666666666666,0.6213708324750737
2025,9,urbana,26,hombre,media,3,17.166250295431418,0.3396682963284314
2025,9,urbana,26,hombre,mediana,3,18.811136192626034,0.6404336134353908
2025,9,urbana,27,hombre,media,2,17.694434827968795,0.15128952091861517
2025,9,urbana,27,hombre,mediana,2,15.313935681470138,0.0
2025,9,urbana,27,mujer,media,2,10.732796210730859,0.153802573188752
2025,9,urbana,27,mujer,mediana,2,12.820512820512821,0.0
2025,9,urbana,28,mujer,media,1,23.494860499265787,0.0
2025,9,urbana,28,mujer,mediana,1,23.494860499265787,0.0
